epoch, trainloss, validationloss, trainRMSE, validationRMSE,kitchenRMSE,livingRMSE
23,0.0419561751186847,0.0585569739341735,0.204832062125206,0.241985484957695,0.48248749470976476,0.24197846168973677
24,0.0412155576050281,0.0578581169247627,0.2030161470174789,0.2405371367931366,0.4807078159606265,0.2405301369256121
25,0.0405021794140338,0.0571851693093776,0.2012515366077423,0.239134207367897,0.47897812438366383,0.23912725931716902
26,0.0398149229586124,0.056537102907896,0.1995367705821991,0.2377753257751464,0.47729714481097274,0.237768458637583
27,0.0391527600586414,0.0559129975736141,0.1978705674409866,0.2364592999219894,0.4756637268148731,0.23645248560090668
28,0.0385147780179977,0.0553117729723453,0.1962518244981765,0.2351845502853393,0.4740764330209665,0.23517786507566188
29,0.0378998927772045,0.0547323897480964,0.1946789473295211,0.2339495420455932,0.4725337099010925,0.23394303650410544
30,0.0373070277273654,0.0541738532483577,0.1931502670049667,0.2327527701854705,0.47103387660740714,0.23274636726572243
31,0.0367351174354553,0.0536350719630718,0.1916640698909759,0.2315924763679504,0.4695751508973899,0.23158615567592086
32,0.0361830592155456,0.0531149543821811,0.190218448638916,0.2304668128490448,0.468155770882905,0.23046073991947377
33,0.0356498584151268,0.0526125580072402,0.1888117045164108,0.229374274611473,0.4667738703650548,0.22936839829883185
34,0.0351344458758831,0.0521268658339977,0.1874418407678604,0.2283130884170532,0.4654275684240774,0.22830740952078432
35,0.0346357747912406,0.0516568943858146,0.1861068904399871,0.2272815257310867,0.4641149095226551,0.22727601706675213
36,0.0341528877615928,0.0512016341090202,0.1848050057888031,0.2262777835130691,0.46283389023766186,0.22627244099704108
37,0.0336847230792045,0.0507601536810398,0.1835339814424514,0.2253001481294632,0.4615827214520663,0.22529508984769883
38,0.0332304611802101,0.0503316521644592,0.1822922378778457,0.224347174167633,0.4603594539039364,0.2243422747011782
39,0.0327891558408737,0.0499151945114135,0.1810777634382248,0.2234170883893966,0.45916230511123596,0.22341244835875793
40,0.0323598943650722,0.0495099872350692,0.1798885613679886,0.2225084006786346,0.45798943483364873,0.22250402966119018
41,0.0319419167935848,0.049115315079689,0.1787230223417282,0.2216197550296783,0.45683909300166675,0.2216155270459688
42,0.0315344519913196,0.0487303063273429,0.1775794178247451,0.2207494229078292,0.4557095723232925,0.22074550843132343
43,0.0311366859823465,0.0483543127775192,0.1764559000730514,0.219896137714386,0.4545991444390103,0.21989252640557494
44,0.0307479072362184,0.0479866899549961,0.1753508150577545,0.2190586477518081,0.45350629228954115,0.21905531654962637
45,0.0303674452006816,0.0476267859339714,0.1742625683546066,0.2182356268167495,0.4524294259408963,0.2182325762447483
46,0.0299946945160627,0.0472740307450294,0.1731897592544555,0.2174259275197982,0.45136704844212305,0.2174230820728987
47,0.0296290330588817,0.0469277650117874,0.1721308529376983,0.2166281789541244,0.45031773758182814,0.2166256795770841
48,0.0292698256671428,0.0465875044465065,0.1710842698812484,0.2158413827419281,0.4492800101598685,0.21583918090927756
49,0.0289165675640106,0.0462527126073837,0.1700487285852432,0.2150644361972808,0.4482525281111906,0.2150625232949933
50,0.0285686906427145,0.0459229089319705,0.1690227538347244,0.2142963111400604,0.44723399521434964,0.21429467949922681
51,0.0282257571816444,0.0455975718796253,0.1680052280426025,0.213535875082016,0.44622297612671213,0.2135345384997607
52,0.0278871692717075,0.0452762618660926,0.1669945120811462,0.2127821892499923,0.44521831065834694,0.21278120265654593
53,0.0275525208562612,0.0449585877358913,0.1659895181655883,0.2120344042778015,0.44421877576345076,0.2120337358226779
54,0.0272214524447917,0.0446441657841205,0.1649892479181289,0.2112916558980941,0.4432231991667191,0.2112912513432808
55,0.0268934816122055,0.0443325117230415,0.1639923155307769,0.2105528712272644,0.442230426731968,0.21055288949241066
56,0.0265682246536016,0.0440234243869781,0.162997618317604,0.2098176032304763,0.4412393739320072,0.2098178441514502
57,0.0262453332543373,0.0437164157629013,0.1620041131973266,0.2090847045183181,0.44024895322542523,0.20908532456854345
58,0.0259244069457054,0.0434112176299095,0.1610105782747268,0.2083535939455032,0.43925807926837895,0.20835454246041815
59,0.0256051756441593,0.0431074649095535,0.1600161790847778,0.2076233774423599,0.4382657129901421,0.20762476004817476
60,0.02528727799654,0.0428049564361572,0.1590197384357452,0.2068935930728912,0.43727088212162113,0.20689529621031263
61,0.0249704029411077,0.0425033420324325,0.1580202579498291,0.2061633914709091,0.4362725610806573,0.206165442447808
62,0.0246542934328317,0.0422023423016071,0.1570168584585189,0.2054320871829986,0.4352698013355862,0.2054345527649776
63,0.0243386235088109,0.0419017560780048,0.1560084074735641,0.2046991884708404,0.434261647272749,0.2047019867133237
64,0.024023188278079,0.04160126298666,0.1549941599369049,0.2039638757705688,0.4332471365202289,0.2039671107511481
65,0.023707652464509,0.0413006730377674,0.1539728939533233,0.2032256722450256,0.43222534124860545,0.20322932734426924
66,0.0233918596059083,0.0409997813403606,0.1529439687728881,0.2024840265512466,0.431195340628069,0.2024880513214777
67,0.0230755154043436,0.0406983196735382,0.1519062668085098,0.2017382383346557,0.4301562163122515,0.20174271262294977
68,0.0227583982050418,0.0403961390256881,0.1508588641881942,0.2009879052639007,0.4291070763857613,0.2009927693618039
69,0.0224403515458107,0.0400930307805538,0.1498010456562042,0.200232446193695,0.4280470672803175,0.2002377193187443
70,0.0221211425960063,0.0397887825965881,0.1487317830324173,0.1994712501764297,0.4269752844963146,0.19947703795670715
71,0.0218005795031785,0.0394832715392112,0.147650197148323,0.1987039744853973,0.425890810402819,0.1987102052672017
72,0.0214785430580377,0.0391763411462307,0.1465556025505066,0.1979301422834396,0.42479286699479674,0.19793680871196442
73,0.0211547892540693,0.0388678312301635,0.1454468667507171,0.1971492618322372,0.4236805685780648,0.19715637697108052
74,0.0208292081952095,0.038557581603527,0.1443232744932174,0.1963608413934707,0.422553069078217,0.19636847664711965
75,0.02050163410604,0.0382454991340637,0.1431839168071746,0.1955645680427551,0.4214094934288359,0.19557267721550814
76,0.0201719496399164,0.0379314795136451,0.1420279890298843,0.1947600543498993,0.420249084808947,0.19476863813551779
77,0.0198400616645813,0.0376154035329818,0.1408547610044479,0.1939469128847122,0.4190710638930927,0.19395602729281275
78,0.019505850970745,0.0372971966862678,0.139663353562355,0.1931248158216476,0.41787459403361826,0.19313448384267515
79,0.01916922070086,0.0369768179953098,0.1384529620409011,0.19229356944561,0.41665893423938105,0.19230373616678353
80,0.0188300888985395,0.0366541780531406,0.1372227668762207,0.1914528161287307,0.4154232662390756,0.19146347525824045
81,0.0184884220361709,0.0363292247056961,0.1359721422195434,0.1906022727489471,0.4141668821336299,0.19061348803102834
82,0.018144141882658,0.0360019616782665,0.1347001940011978,0.1897418349981308,0.41288912969155106,0.18975361730799678
83,0.0177972596138715,0.0356723889708519,0.1334063708782196,0.1888713538646698,0.41158931364893164,0.18888369828013035
84,0.0174477603286504,0.0353404879570007,0.1320899724960327,0.187990665435791,0.4102667285491884,0.18800358547040266
85,0.0170956384390592,0.035006333142519,0.1307502835988998,0.1870997995138168,0.4089208588997593,0.18711328402943367
86,0.0167409423738718,0.0346699655055999,0.1293867975473404,0.1861987262964248,0.40755110538469264,0.1862127632638179
87,0.0163837037980556,0.0343314297497272,0.1279988437891006,0.1852874308824539,0.40615694640476485,0.18530206445050362
88,0.0160240400582551,0.0339908339083194,0.1265860944986343,0.1843660324811935,0.4047379067973206,0.18438128919413657
89,0.01566200889647,0.0336483381688594,0.1251479536294937,0.1834348291158676,0.40329363348261227,0.18345064175468911
90,0.0152977537363767,0.0333040170371532,0.1236840859055519,0.1824938803911209,0.4018237203226016,0.1825103169318424
91,0.0149313984438776,0.0329580791294574,0.1221941038966178,0.1815436035394668,0.40032792518075866,0.18156064432147026
92,0.0145631460472941,0.0326106883585453,0.1206778585910797,0.1805842965841293,0.39880601321762327,0.18060198135027275
93,0.0141931297257542,0.0322620719671249,0.1191349253058433,0.1796164512634277,0.39725781688881645,0.17963475059618347
94,0.0138216232880949,0.0319124348461627,0.1175654008984565,0.1786405146121978,0.39568316236253864,0.17865939880776338
95,0.0134488120675086,0.0315620154142379,0.1159690096974372,0.1776570230722427,0.3940821170947882,0.17767654754263945
96,0.0130749903619289,0.0312111489474773,0.1143459230661392,0.1766667664051056,0.3924548366324907,0.176686897253053
97,0.0127004217356443,0.0308600813150405,0.1126961484551429,0.1756703704595565,0.39080126135858584,0.1756910382834879
98,0.0123254032805562,0.0305091012269258,0.1110198348760604,0.174668550491333,0.38912179698721294,0.17468986664896205
99,0.0119502712041139,0.0301585774868726,0.1093172952532768,0.1736622452735901,0.38741664628905975,0.17368417194001579
100,0.011575348675251,0.0298088323324918,0.1075887978076934,0.1726523488759994,0.38568617102343805,0.1726748616338337
101,0.0112009830772876,0.0294602271169424,0.1058347001671791,0.1716398149728775,0.3839308393423915,0.17166292661845212
102,0.0108275590464472,0.0291131250560283,0.1040555611252784,0.1706256866455078,0.3821511854472367,0.17064940442463547
103,0.0104554453864693,0.0287679303437471,0.1022518724203109,0.1696111112833023,0.3803478458978142,0.16963540827813278
104,0.0100850714370608,0.0284250304102897,0.1004244536161422,0.1685972362756729,0.3785214898285027,0.1686220779459285
105,0.0097167799249291,0.028084797784686,0.0985737293958664,0.1675851941108703,0.37667286650238163,0.16761060360786345
106,0.0093510271981358,0.0277476701885461,0.0967007130384445,0.1665763258934021,0.3748029138407952,0.1666022831213608
107,0.0089882062748074,0.0274140425026416,0.0948061496019363,0.1655718684196472,0.37291242923761925,0.1655983400096892
108,0.0086287632584571,0.0270843133330345,0.0928911343216896,0.1645731180906295,0.37100249488283865,0.1646001433512974
109,0.0082731116563081,0.0267589036375284,0.0909566506743431,0.1635814905166626,0.3690740983243173,0.163609002767404
110,0.0079216472804546,0.0264381896704435,0.089003637433052,0.1625982522964477,0.36712837080096405,0.16262629307074114
111,0.0075748059898614,0.0261225886642932,0.0870333611965179,0.1616248339414596,0.365166357963412,0.1616533307494849
112,0.0072329831309616,0.0258124694228172,0.0850469470024108,0.1606625914573669,0.36318944867224984,0.16069157889799335
113,0.0068965768441557,0.0255082286894321,0.0830456316471099,0.1597129553556442,0.36119887343940904,0.15974239694607828
114,0.0065659806132316,0.0252102147787809,0.0810307413339614,0.1587772518396377,0.3591958669307602,0.1588071176738182
115,0.0062415641732513,0.0249187797307968,0.0790035724639892,0.1578568369150161,0.3571818814638987,0.15788713976684118
116,0.0059237126260995,0.0246342550963163,0.0769656598567962,0.1569530367851257,0.3551583197464423,0.15698379348310348
117,0.005612751469016,0.0243569854646921,0.0749182999134063,0.1560672521591186,0.35312648488966086,0.1560983184672966
118,0.0053090052679181,0.0240872073918581,0.0728629231452941,0.1552005410194397,0.3510878559435135,0.15523198849931097
119,0.0050127813592553,0.0238252282142639,0.0708009973168373,0.1543542295694351,0.3490439547814226,0.1543860307052482
120,0.0047243633307516,0.0235712882131338,0.0687340050935745,0.1535294353961944,0.3469962470508734,0.15356159498976796
121,0.0044440305791795,0.0233256202191114,0.0666635632514953,0.1527272760868072,0.34494624133538515,0.1527597780399027
122,0.0041720136068761,0.0230884384363889,0.0645911246538162,0.151948794722557,0.34289538177303613,0.15198159303040046
123,0.0039085308089852,0.0228599291294813,0.0625182464718818,0.1511950045824051,0.3408452987656895,0.15122803925779515
124,0.0036537696141749,0.0226401891559362,0.0604464188218116,0.150466576218605,0.3387972675097807,0.15049991220429587
125,0.0034078639000654,0.0224293824285268,0.0583769120275974,0.1497644186019897,0.3367527709709612,0.14979801566184814
126,0.0031709792092442,0.0222276207059621,0.056311447173357,0.1490893065929412,0.33471361328817495,0.14912316373233325
127,0.0029432429000735,0.0220349784940481,0.0542516633868217,0.1484418362379074,0.3326810177497488,0.14847589611401812
128,0.0027246873360127,0.0218514278531074,0.0521985366940498,0.1478222906589508,0.3306559595636679,0.14785660538253914
129,0.0025154191534966,0.0216770973056554,0.0501539558172225,0.1472314447164535,0.32864053136833127,0.1472659405216903
130,0.002315437188372,0.0215119030326604,0.0481189899146556,0.1466693729162216,0.3266356261164245,0.14670409326771994
131,0.0021247572731226,0.0213558636605739,0.0460950881242752,0.146136462688446,0.32464276262997666,0.14617136224516858
132,0.0019433706765994,0.0212089233100414,0.0440836772322654,0.1456328332424163,0.3226631685917911,0.14566788523665058
133,0.001771243638359,0.0210710056126117,0.0420861467719078,0.1451585590839386,0.3206982503587208,0.14519375030453527
134,0.0016082922229543,0.0209419820457696,0.0401035174727439,0.1447134464979171,0.3187489876333696,0.1447488586990332
135,0.0014544314472004,0.0208217855542898,0.0381370075047016,0.1442975550889969,0.31681666078056403,0.14433310514471337
136,0.0013095738831907,0.0207102615386247,0.0361880362033844,0.143910601735115,0.31490262160848503,0.14394632020299922
137,0.0011736140586435,0.0206072982400655,0.0342580527067184,0.1435524225234985,0.3130082795544739,0.14358825989859642
138,0.0010463900398463,0.0205126944929361,0.0323479510843753,0.1432225406169891,0.31113437093211105,0.14325846959706215
139,0.0009277564240619,0.0204262640327215,0.0304590947926044,0.1429204791784286,0.30928237211099874,0.14295656815764474
140,0.0008175470284186,0.0203478429466485,0.0285927802324295,0.1426458656787872,0.30745368559804886,0.14268206261838315
141,0.0007155812345445,0.020277202129364,0.0267503503710031,0.1423980444669723,0.30564970171065314,0.14243437996808087
142,0.0006216822075657,0.020214132964611,0.0249335560947656,0.1421764194965362,0.30387193997109657,0.14221288313598984
143,0.0005356398760341,0.020158402621746,0.023143894970417,0.1419802904129028,0.30212214241893326,0.14201687731533164
144,0.0004572392790578,0.0201097596436738,0.0213831532746553,0.14180888235569,0.3004023259342311,0.1418455998124833
145,0.0003862537269014,0.0200679246336221,0.0196533389389514,0.1416613012552261,0.2987143083691236,0.141698172674283
146,0.0003224445681553,0.0200326368212699,0.0179567411541938,0.1415366977453231,0.29706094357036267,0.14157370409717593
147,0.0002655734424479,0.0200035963207483,0.0162964239716529,0.1414340734481811,0.2954452481228316,0.14147118714393656
148,0.0002153836830984,0.0199804622679948,0.0146759562194347,0.1413522660732269,0.2938714472750471,0.14138953964177833
149,0.0001716050610411,0.0199628956615924,0.013099811039865,0.1412901133298874,0.2923444589050365,0.14132753451102284
150,0.0001339477312285,0.0199505034834146,0.0115735791623592,0.1412462443113327,0.29087096683001157,0.1412838016092839
151,0.0001021073258016,0.0199428219348192,0.0101048173382878,0.1412190496921539,0.2894589294427113,0.14125674827875068
152,7.574861956527457e-05,0.0199393313378095,0.0087033687159419,0.1412066966295242,0.28812023593017466,0.14124453842159498
153,5.4495852964464575e-05,0.0199394114315509,0.007382130715996,0.1412069797515869,0.2868693606141341,0.1412449571452462
154,3.791219933191314e-05,0.0199423246085643,0.0061572883278131,0.141217291355133,0.2857229372197578,0.14125537922571824
155,2.546638461353723e-05,0.0199472233653068,0.0050464230589568,0.1412346363067627,0.284698705388601,0.14127281127513228
156,1.6551312000956386e-05,0.019953180104494,0.0040683303959667,0.141255721449852,0.28381370126828637,0.14129404518757932
157,1.0461560123076197e-05,0.0199594311416149,0.0032344334758818,0.1412778496742248,0.2830722407505889,0.14131623877570876
158,6.480057436419884e-06,0.0199653562158346,0.0025455956347286,0.1412988156080246,0.28246778831116726,0.1413373014732912
159,3.966136773669859e-06,0.0199706368148326,0.0019915162120014,0.1413175016641616,0.28198576515728996,0.1413560105518646
160,2.4121977730828803e-06,0.0199751313775777,0.0015531252138316,0.1413334012031555,0.2816057613210701,0.14137195356527418
161,1.4623723245676956e-06,0.0199788585305213,0.0012092859251424,0.141346588730812,0.28130822033900316,0.14138517316467897
162,8.807279527900391e-07,0.0199819132685661,0.0009384710574522,0.1413573920726776,0.2810739276130594,0.14139603750375035
163,5.288177362672286e-07,0.019984383136034,0.0007271985523402,0.1413661241531372,0.28089091655159515,0.14140480252707852
164,3.156306149776356e-07,0.0199863668531179,0.0005618100985884,0.1413731426000595,0.28074779002853517,0.14141182651254608
165,1.885692597625166e-07,0.0199879314750432,0.0004342456231825,0.1413786858320236,0.2806365784467735,0.14141738717093974
166,1.1180326708881695e-07,0.0199891533702611,0.0003343699499964,0.1413830071687698,0.280551317722269,0.14142171086385363
167,6.648229344818901e-08,0.0199901051819324,0.0002578416024334,0.1413863748311996,0.2804856006403186,0.14142507948100216
168,3.9370942062078036e-08,0.0199909135699272,0.0001984211266972,0.1413892209529876,0.28043048088844424,0.1414279293814558
169,2.3134758109222275e-08,0.019991498440504,0.0001521011436125,0.1413912922143936,0.2803907251864758,0.14142999848973045
170,1.323576981349106e-08,0.0199919827282428,0.0001150468160631,0.1413930058479309,0.28035762706106604,0.14143172984250657
171,7.875783580857387e-09,0.0199923384934663,8.874561171978712e-05,0.1413942724466323,0.2803337167040616,0.14143298557820788
172,4.5779851021166e-09,0.0199926681816577,6.766081060050055e-05,0.1413954347372055,0.28031202073194833,0.1414341287660867
173,2.862725612118311e-09,0.0199928637593984,5.350444553187117e-05,0.1413961201906204,0.2802981452421236,0.1414348616475469
174,2.1156663088106598e-09,0.0199929997324943,4.599637395585887e-05,0.1413965970277786,0.28028931406957486,0.14143532866021807
175,1.6896298804525143e-09,0.0199931226670742,4.1105107811745256e-05,0.1413970440626144,0.28028116396049657,0.1414357602133229
176,1.42960154825289e-09,0.0199932381510734,3.781007035286166e-05,0.1413974463939666,0.2802730713011857,0.14143618925390025
177,1.3127703368809307e-09,0.019993357360363,3.6232173442840576e-05,0.1413978636264801,0.28026522657941505,0.14143660563544289
178,1.322824516591936e-09,0.0199934747070074,3.637065310613252e-05,0.1413982808589935,0.28025784020606265,0.14143699816712965
179,1.4224881272895116e-09,0.01999356970191,3.771588671952486e-05,0.141398623585701,0.28025158385337756,0.14143733100168207
180,1.5595966740278302e-09,0.0199936293065547,3.949172969441861e-05,0.1413988322019577,0.2802466622896119,0.1414375930833571
181,1.704751562137119e-09,0.0199936963617801,4.128863656660542e-05,0.1413990706205368,0.28024278522046714,0.14143779969031553
182,1.844716601695495e-09,0.019993744790554,4.2950163333443925e-05,0.1413992345333099,0.2802397014479178,0.14143796411778606
183,1.9685506558175803e-09,0.0199937783181667,4.436835297383368e-05,0.1413993537425995,0.28023738663618536,0.14143808760499224
184,2.067205517874981e-09,0.0199938081204891,4.546653144643642e-05,0.1413994580507278,0.2802357150600157,0.14143817680116294
185,2.140953414553337e-09,0.0199938118457794,4.627043745131232e-05,0.141399472951889,0.28023460900582425,0.14143823581152049
186,2.190697623305482e-09,0.0199938267469406,4.680488927988336e-05,0.1413995325565338,0.28023390099185336,0.14143827361068925
187,2.2252006903755728e-09,0.0199938453733921,4.717203410109505e-05,0.1413995921611786,0.2802334160657627,0.1414382994829695
188,2.2486119632958435e-09,0.0199938546866178,4.741953307529912e-05,0.1413996219635009,0.28023310884186076,0.14143831586254133
189,2.2645547659294607e-09,0.0199938490986824,4.758733848575503e-05,0.1413996070623397,0.2802328984512364,0.141438327103079
190,2.2748409822526128e-09,0.0199938472360372,4.7695291868876666e-05,0.1413996070623397,0.28023276137415853,0.1414383344114204
191,2.282331212910549e-09,0.0199938490986824,4.7773748519830406e-05,0.1413996070623397,0.2802326654399445,0.14143833954276652
192,2.286113076621632e-09,0.0199938490986824,4.7813315177336335e-05,0.1413996070623397,0.2802326362678773,0.1414383410818474
193,2.288367495495436e-09,0.0199938490986824,4.783688564202748e-05,0.1413996070623397,0.2802326076617748,0.14143834260234017
194,2.2899344642723918e-09,0.0199938490986824,4.78532601846382e-05,0.1413996070623397,0.2802325850370357,0.1414383438066547
195,2.290856615516645e-09,0.0199938509613275,4.786289355251938e-05,0.1413996070623397,0.28023257869446844,0.14143834413940043
196,2.291763667727764e-09,0.0199938509613275,4.787236684933305e-05,0.1413996070623397,0.28023256519029505,0.14143834487358992
197,2.292162459838209e-09,0.0199938509613275,4.787653233506717e-05,0.1413996070623397,0.2802325639498277,0.14143834492144247
198,2.2922475029218962e-09,0.0199938509613275,4.78774200018961e-05,0.1413996070623397,0.28023256339984226,0.14143834494923357
199,2.292646517076946e-09,0.019993856549263,4.788158912560903e-05,0.1413996368646621,0.2802325549737925,0.1414383454066614
200,2.2927244547332752e-09,0.0199938546866178,4.788240403286181e-05,0.1413996219635009,0.2802325542873609,0.14143834540451936
