epoch, trainloss, validationloss, trainRMSE, validationRMSE
29, 0.038097918033599854, 0.2232944369316101, 0.19518688321113586, 0.47254040837287903
30, 0.03750031441450119, 0.22187873721122742, 0.19364997744560242, 0.4710400700569153
31, 0.036923713982105255, 0.22050641477108002, 0.19215543568134308, 0.46958109736442566
32, 0.03636694326996803, 0.2191750854253769, 0.1907011866569519, 0.46816137433052063
33, 0.03582906723022461, 0.21788287162780762, 0.18928568065166473, 0.46677926182746887
34, 0.03530900925397873, 0.2166275829076767, 0.1879069209098816, 0.46543267369270325
35, 0.034805778414011, 0.21540704369544983, 0.18656307458877563, 0.46411964297294617
36, 0.03431833162903786, 0.21421951055526733, 0.18525207042694092, 0.4628385305404663
37, 0.0338456816971302, 0.21306267380714417, 0.18397195637226105, 0.461587131023407
38, 0.03338705003261566, 0.2119349092245102, 0.18272124230861664, 0.46036389470100403
39, 0.03294140845537186, 0.21083399653434753, 0.18149767816066742, 0.45916664600372314
40, 0.03250790759921074, 0.20975817739963531, 0.18029949069023132, 0.45799365639686584
41, 0.03208579123020172, 0.20870570838451385, 0.17912507057189941, 0.45684319734573364
42, 0.03167422488331795, 0.20767487585544586, 0.17797254025936127, 0.4557135999202728
43, 0.031272485852241516, 0.20666413009166718, 0.17684029042720795, 0.45460325479507446
44, 0.030879782512784004, 0.20567169785499573, 0.17572644352912903, 0.4535104036331177
45, 0.030495546758174896, 0.20469604432582855, 0.17462974786758423, 0.4524334669113159
46, 0.030119050294160843, 0.20373591780662537, 0.17354841530323029, 0.4513711631298065
47, 0.02974974550306797, 0.20278975367546082, 0.17248114943504333, 0.45032182335853577
48, 0.02938700281083584, 0.20185621082782745, 0.17142637073993683, 0.4492841064929962
49, 0.02903028018772602, 0.200934037566185, 0.17038275301456451, 0.4482566714286804
50, 0.028679009526968002, 0.20002195239067078, 0.16934877634048462, 0.44723814725875854
51, 0.028332721441984177, 0.1991187334060669, 0.16832326352596283, 0.44622722268104553
52, 0.0279909186065197, 0.19822312891483307, 0.1673048734664917, 0.44522255659103394
53, 0.027653159573674202, 0.19733425974845886, 0.16629239916801453, 0.44422319531440735
54, 0.027318987995386124, 0.1964508593082428, 0.16528457403182983, 0.44322776794433594
55, 0.026988033205270767, 0.19557182490825653, 0.16428035497665405, 0.4422350227832794
56, 0.026659836992621422, 0.194696307182312, 0.16327840089797974, 0.4412440359592438
57, 0.02633405104279518, 0.19382327795028687, 0.1622776985168457, 0.4402536451816559
58, 0.02601034566760063, 0.19295182824134827, 0.16127723455429077, 0.43926283717155457
59, 0.025688372552394867, 0.19208116829395294, 0.1602759212255478, 0.4382706582546234
60, 0.025367794558405876, 0.19121015071868896, 0.159272700548172, 0.43727582693099976
61, 0.025048289448022842, 0.19033817946910858, 0.15826651453971863, 0.4362776279449463
62, 0.024729633703827858, 0.18946436047554016, 0.1572565883398056, 0.43527504801750183
63, 0.02441147156059742, 0.18858776986598969, 0.15624171495437622, 0.43426692485809326
64, 0.02409355528652668, 0.1877078115940094, 0.15522098541259766, 0.43325260281562805
65, 0.023775650188326836, 0.1868235021829605, 0.15419355034828186, 0.4322308301925659
66, 0.023457514122128487, 0.1859341263771057, 0.15315845608711243, 0.4312008023262024
67, 0.023138856515288353, 0.18503926694393158, 0.1521146148443222, 0.43016189336776733
68, 0.022819526493549347, 0.18413777649402618, 0.15106132626533508, 0.4291127920150757
69, 0.022499283775687218, 0.18322917819023132, 0.14999760687351227, 0.42805278301239014
70, 0.022177917882800102, 0.18231278657913208, 0.14892251789569855, 0.42698100209236145
71, 0.02185525745153427, 0.18138806521892548, 0.14783523976802826, 0.4258967638015747
72, 0.021531153470277786, 0.1804540753364563, 0.14673498272895813, 0.4247988760471344
73, 0.02120540477335453, 0.17951031029224396, 0.14562076330184937, 0.42368656396865845
74, 0.020877864211797714, 0.17855630815029144, 0.1444917470216751, 0.4225592315196991
75, 0.020548386499285698, 0.17759127914905548, 0.14334708452224731, 0.4214158058166504
76, 0.020216867327690125, 0.17661473155021667, 0.1421860307455063, 0.42025554180145264
77, 0.019883161410689354, 0.1756260246038437, 0.141007661819458, 0.4190775752067566
78, 0.019547197967767715, 0.1746247112751007, 0.13981129229068756, 0.41788122057914734
79, 0.01920885406434536, 0.17361022531986237, 0.13859601318836212, 0.41666561365127563
80, 0.018868079409003258, 0.17258217930793762, 0.13736112415790558, 0.41543009877204895
81, 0.01852480135858059, 0.17153999209403992, 0.13610585033893585, 0.4141738712787628
82, 0.01817896217107773, 0.17048326134681702, 0.13482938706874847, 0.41289618611335754
83, 0.01783059351146221, 0.16941173374652863, 0.13353124260902405, 0.4115965664386749
84, 0.017479613423347473, 0.16832491755485535, 0.13221049308776855, 0.4102742075920105
85, 0.01712610200047493, 0.16722247004508972, 0.13086673617362976, 0.40892845392227173
86, 0.016770044341683388, 0.16610413789749146, 0.12949921190738678, 0.40755873918533325
87, 0.01641153357923031, 0.1649698168039322, 0.12810750305652618, 0.4061647653579712
88, 0.016050605103373528, 0.16381922364234924, 0.12669098377227783, 0.404745876789093
89, 0.015687406063079834, 0.16265231370925903, 0.12524937093257904, 0.40330177545547485
90, 0.015322020277380943, 0.16146904230117798, 0.12378215044736862, 0.40183210372924805
91, 0.014954601414501667, 0.16026923060417175, 0.1222890093922615, 0.4003363847732544
92, 0.014585323631763458, 0.15905311703681946, 0.12076971679925919, 0.3988146483898163
93, 0.014214349910616875, 0.15782077610492706, 0.1192239448428154, 0.3972666263580322
94, 0.013841928914189339, 0.15657219290733337, 0.11765173077583313, 0.39569205045700073
95, 0.013468250632286072, 0.15530790388584137, 0.1160527914762497, 0.39409124851226807
96, 0.013093621470034122, 0.1540279984474182, 0.1144273653626442, 0.3924640119075775
97, 0.012718308717012405, 0.1527329683303833, 0.11277548223733902, 0.39081066846847534
98, 0.012342589907348156, 0.15142324566841125, 0.11109720915555954, 0.3891313970088959
99, 0.011966809630393982, 0.15009917318820953, 0.109392911195755, 0.38742634654045105
100, 0.011591285467147827, 0.14876137673854828, 0.10766283422708511, 0.3856959640979767
101, 0.011216368526220322, 0.147410586476326, 0.10590735822916031, 0.3839408755302429
102, 0.010842429473996162, 0.1460472047328949, 0.10412698984146118, 0.3821612298488617
103, 0.010469858534634113, 0.14467227458953857, 0.10232232511043549, 0.38035809993743896
104, 0.010099029168486595, 0.14328640699386597, 0.10049392282962799, 0.37853190302848816
105, 0.009730362333357334, 0.14189036190509796, 0.09864260256290436, 0.37668338418006897
106, 0.009364249184727669, 0.14048510789871216, 0.0967690497636795, 0.374813437461853
107, 0.009001113474369049, 0.13907165825366974, 0.09487419575452805, 0.3729231357574463
108, 0.00864137802273035, 0.13765084743499756, 0.09295900911092758, 0.3710132837295532
109, 0.008285443298518658, 0.13622361421585083, 0.09102441370487213, 0.36908483505249023
110, 0.007933735847473145, 0.13479121029376984, 0.08907151967287064, 0.36713922023773193
111, 0.0075866589322686195, 0.13335442543029785, 0.08710142970085144, 0.3651772439479828
112, 0.007244613952934742, 0.13191454112529755, 0.08511529862880707, 0.36320042610168457
113, 0.006908008828759193, 0.1304725855588913, 0.08311443030834198, 0.361209899187088
114, 0.006577235646545887, 0.1290295273065567, 0.08110015839338303, 0.35920679569244385
115, 0.006252652034163475, 0.1275867074728012, 0.0790737122297287, 0.3571928143501282
116, 0.005934623070061207, 0.1261451542377472, 0.07703650742769241, 0.3551691770553589
117, 0.005623494274914265, 0.12470605969429016, 0.07498995959758759, 0.35313746333122253
118, 0.005319579504430294, 0.12327028065919876, 0.07293544709682465, 0.3510986864566803
119, 0.005023181904107332, 0.12183914333581924, 0.0708744078874588, 0.34905463457107544
120, 0.004734598100185394, 0.12041375786066055, 0.068808414041996, 0.3470068573951721
121, 0.0044540949165821075, 0.11899518966674805, 0.06673900783061981, 0.34495678544044495
122, 0.004181894939392805, 0.11758449673652649, 0.06466757506132126, 0.3429059684276581
123, 0.003918233327567577, 0.11618277430534363, 0.06259579211473465, 0.3408559560775757
124, 0.0036632756236940622, 0.11479069292545319, 0.06052500009536743, 0.33880776166915894
125, 0.003417170839384198, 0.1134093850851059, 0.05845657363533974, 0.3367631137371063
126, 0.003180065657943487, 0.11203992366790771, 0.05639206990599632, 0.33472365140914917
127, 0.002952086739242077, 0.11068311333656311, 0.05433310940861702, 0.3326907157897949
128, 0.002733317669481039, 0.10934000462293625, 0.05228114128112793, 0.3306660056114197
129, 0.0025237947702407837, 0.10801093280315399, 0.05023738369345665, 0.32865017652511597
130, 0.0023235559929162264, 0.10669708997011185, 0.048203278332948685, 0.3266451954841614
131, 0.0021326106507331133, 0.10539897531270981, 0.04618019610643387, 0.3246520757675171
132, 0.0019509508274495602, 0.10411763191223145, 0.04416956752538681, 0.32267263531684875
133, 0.0017785230884328485, 0.10285304486751556, 0.04217253997921944, 0.3207071125507355
134, 0.0016152652679011226, 0.10160630196332932, 0.04019036144018173, 0.31875744462013245
135, 0.001461094245314598, 0.10037803649902344, 0.03822426125407219, 0.31682494282722473
136, 0.0013159323716536164, 0.0991687923669815, 0.03627578169107437, 0.31491076946258545
137, 0.0011796418111771345, 0.09797894954681396, 0.03434591367840767, 0.3130159080028534
138, 0.0010520899668335915, 0.09680914133787155, 0.032435934990644455, 0.3111416697502136
139, 0.0009331312612630427, 0.09565995633602142, 0.03054719790816307, 0.30928942561149597
140, 0.0008225869387388229, 0.09453186392784119, 0.028680777177214622, 0.30746033787727356
141, 0.0007202895358204842, 0.09342566132545471, 0.026838209480047226, 0.3056561052799225
142, 0.0006260589580051601, 0.09234198182821274, 0.02502116933465004, 0.3038782477378845
143, 0.0005396779743023217, 0.09128120541572571, 0.02323096990585327, 0.30212780833244324
144, 0.00046093371929600835, 0.09024453163146973, 0.021469367668032646, 0.3004072904586792
145, 0.00038962316466495395, 0.08923293650150299, 0.019738875329494476, 0.2987188398838043
146, 0.0003254974144510925, 0.0882476419210434, 0.018041547387838364, 0.29706504940986633
147, 0.00026831586728803813, 0.08729007095098495, 0.016380349174141884, 0.2954489290714264
148, 0.0002178189024562016, 0.08636217564344406, 0.01475868932902813, 0.2938744127750397
149, 0.00017374249000567943, 0.08546654880046844, 0.013181141577661037, 0.29234662652015686
150, 0.00013580221275333315, 0.08460644632577896, 0.011653420515358448, 0.29087185859680176
151, 0.00010369866504333913, 0.08378653228282928, 0.01018325425684452, 0.2894590198993683
152, 7.709038618486375e-05, 0.08301252126693726, 0.00878011342138052, 0.2881189286708832
153, 5.56063350813929e-05, 0.08229221403598785, 0.007456965744495392, 0.2868661880493164
154, 3.8812384445918724e-05, 0.08163471519947052, 0.00622995849698782, 0.2857179045677185
155, 2.6186537070316263e-05, 0.08104968070983887, 0.005117278080433607, 0.28469225764274597
156, 1.7106802260968834e-05, 0.08054405450820923, 0.004136037081480026, 0.2838028371334076
157, 1.0886530617426615e-05, 0.08012205362319946, 0.003299474250525236, 0.28305840492248535
158, 6.810466857132269e-06, 0.0797799751162529, 0.0026096871588379145, 0.2824534773826599
159, 4.2196688809781335e-06, 0.07950738817453384, 0.002054183278232813, 0.2819705307483673
160, 2.611653371786815e-06, 0.07929372787475586, 0.0016160610830411315, 0.28159141540527344
161, 1.6118925714181387e-06, 0.07912459969520569, 0.0012696032645180821, 0.2812909483909607
162, 9.98787413664104e-07, 0.07899338006973267, 0.000999393523670733, 0.28105759620666504
163, 6.205609111020749e-07, 0.07889030873775482, 0.000787756871432066, 0.28087419271469116
164, 3.875539107411896e-07, 0.07881001383066177, 0.000622538267634809, 0.280731201171875
165, 2.4360875272577687e-07, 0.07874824106693268, 0.0004935673787258565, 0.28062117099761963
166, 1.5479504611448647e-07, 0.07869886606931686, 0.00039344001561403275, 0.28053319454193115
167, 9.971195424895996e-08, 0.07866216450929642, 0.000315771991154179, 0.2804677486419678
168, 6.632485849422665e-08, 0.0786341205239296, 0.000257536128628999, 0.2804177701473236
169, 4.429109523584884e-08, 0.07860986888408661, 0.00021045449830126017, 0.28037452697753906
170, 2.933361997747852e-08, 0.07859069108963013, 0.00017127059982158244, 0.280340313911438
171, 2.0323302152291944e-08, 0.07857658714056015, 0.00014255981659516692, 0.2803151607513428
172, 1.4308377593863497e-08, 0.07856479287147522, 0.00011961763084400445, 0.28029412031173706
173, 1.0565335273327037e-08, 0.07855802774429321, 0.00010278781701344997, 0.28028205037117004
174, 8.556150454808176e-09, 0.07855252921581268, 9.24994601518847e-05, 0.2802722454071045
175, 7.030196869095562e-09, 0.07854762673377991, 8.384626562474295e-05, 0.2802634835243225
176, 5.7693672061986945e-09, 0.07854308187961578, 7.59563481551595e-05, 0.28025537729263306
177, 4.7013783976979084e-09, 0.0785389095544815, 6.856660183984786e-05, 0.2802479565143585
178, 3.870446185771925e-09, 0.07853580266237259, 6.221290823305026e-05, 0.2802424132823944
179, 3.311839691377827e-09, 0.07853364199399948, 5.754858648288064e-05, 0.280238538980484
180, 2.926102915523643e-09, 0.07853187620639801, 5.4093463404569775e-05, 0.2802353799343109
181, 2.626919570758446e-09, 0.07853031158447266, 5.125348252477124e-05, 0.28023260831832886
182, 2.3880066812864698e-09, 0.07852903008460999, 4.8867233999772e-05, 0.280230313539505
183, 2.212229732734272e-09, 0.07852804660797119, 4.703434751718305e-05, 0.28022855520248413
184, 2.091944617532704e-09, 0.07852736860513687, 4.5737782784271985e-05, 0.2802273631095886
185, 2.008894606220224e-09, 0.07852685451507568, 4.482069562072866e-05, 0.2802264392375946
186, 1.9520856042731793e-09, 0.07852652668952942, 4.4182412239024416e-05, 0.28022584319114685
187, 1.9159707154159378e-09, 0.07852626591920853, 4.3771804485004395e-05, 0.28022539615631104
188, 1.892497492050893e-09, 0.07852611690759659, 4.35028450738173e-05, 0.28022512793540955
189, 1.8757315700668187e-09, 0.07852599769830704, 4.330971569288522e-05, 0.28022491931915283
190, 1.865686938273825e-09, 0.07852593064308167, 4.319359868532047e-05, 0.2802248001098633
191, 1.8591312933580184e-09, 0.07852590829133987, 4.3117644963786006e-05, 0.2802247405052185
192, 1.8552888114697907e-09, 0.0785258561372757, 4.3073065171483904e-05, 0.28022465109825134
193, 1.8529956458124275e-09, 0.0785258486866951, 4.304643516661599e-05, 0.28022465109825134
194, 1.8515950994668628e-09, 0.0785258412361145, 4.303016612539068e-05, 0.28022462129592896
195, 1.8506187693390075e-09, 0.0785258337855339, 4.301881926949136e-05, 0.28022462129592896
196, 1.8496660869615766e-09, 0.07852582633495331, 4.300774526200257e-05, 0.28022459149360657
197, 1.8487743558281977e-09, 0.07852581143379211, 4.299737702240236e-05, 0.2802245616912842
198, 1.8486425723551747e-09, 0.07852581143379211, 4.2995845433324575e-05, 0.2802245616912842
199, 1.848592723341369e-09, 0.07852581143379211, 4.299526335671544e-05, 0.2802245616912842
200, 1.848154185246642e-09, 0.07852580398321152, 4.29901629104279e-05, 0.2802245616912842
