2022-10-14 22:13:12,211.724,0.015,0
2022-10-14 22:13:36,216.347,0.061,0
2022-10-14 22:15:49,210.294,0.015,0
2022-10-14 22:17:56,209.403,0.061,0
2022-10-14 22:18:20,211.362,0.015,0
2022-10-14 22:18:44,221.156,0.061,0
2022-10-14 22:19:08,215.994,0.015,0
2022-10-14 22:19:32,211.009,0.015,0
2022-10-14 22:19:56,212.791,0.015,0
2022-10-14 22:20:20,211.362,0.015,0
2022-10-14 22:20:44,213.497,0.015,0
2022-10-14 22:21:09,212.076,0.061,0
2022-10-14 22:21:33,211.724,0.288,0
2022-10-14 22:21:57,210.118,0.288,0
2022-10-14 22:22:21,209.05,0.091,0
2022-10-14 22:22:45,206.2,0.667,0
2022-10-14 22:23:09,207.629,0.667,0
2022-10-14 22:23:31,206.738,0.818,0
2022-10-14 22:29:37,182.737,0.015,0
2022-10-14 22:30:59,206.164,0.061,0
2022-10-14 22:31:23,208.93,0.106,0
2022-10-14 22:31:47,206.851,0.0,0
2022-10-14 22:32:11,207.736,0.03,0
2022-10-14 22:32:35,207.696,0.0,0
2022-10-14 22:32:59,207.945,0.0,0
2022-10-14 22:33:23,206.522,0.015,0
2022-10-14 22:33:47,206.95,0.227,0
2022-10-14 22:34:11,209.885,0.0,0
2022-10-14 22:39:02,210.671,0.045,0
2022-10-14 22:39:26,212.9,0.03,0
2022-10-14 22:39:50,211.646,0.015,0
2022-10-14 22:40:14,212.93,0.045,0
2022-10-14 22:40:38,213.745,0.015,0
2022-10-14 22:41:02,214.104,0.0,0
2022-10-14 22:41:26,213.149,0.03,0
2022-10-14 22:41:50,213.964,0.121,0
2022-10-14 22:42:14,214.85,0.121,0
2022-10-14 22:42:38,215.805,0.121,0
2022-10-14 22:43:02,216.82,0.121,0
2022-10-14 22:43:26,208.323,0.621,0
2022-10-14 22:43:50,206.423,0.364,0
2022-10-14 22:44:15,217.825,0.091,0
2022-10-14 22:44:39,217.496,0.091,0
2022-10-14 22:45:03,218.093,0.091,0
2022-10-14 22:45:27,218.72,0.091,0
2022-10-14 22:45:51,219.834,0.091,0
2022-10-14 22:46:15,220.859,0.091,0
2022-10-14 22:46:39,222.232,0.106,0
2022-10-14 22:47:03,223.018,0.091,0
2022-10-14 22:47:27,223.943,0.106,0
2022-10-14 22:47:51,225.107,0.106,0
2022-10-14 22:48:15,225.008,0.106,0
2022-10-14 22:48:40,226.351,0.091,0
2022-10-14 22:49:04,227.396,0.106,0
2022-10-14 22:49:28,227.963,0.106,0
2022-10-14 22:49:52,228.4,0.091,0
