
2022-10-15 10:34:42,229.042,0.015,0,6.244210704092204
2022-10-15 10:35:45,227.49,0.03,0,6.2541680261523425
2022-10-15 10:36:48,228.468,0.197,0,15.6753071867356
2022-10-15 10:37:51,228.911,0.227,0,17.753428091092527
2022-10-15 10:38:54,227.319,0.152,0,17.746654037828982
2022-10-15 10:39:57,227.783,0.136,0,17.74019701840216
2022-10-15 10:41:00,228.165,0.076,0,17.925903682210805
2022-10-15 10:42:03,228.478,0.091,0,20.3109796488792
2022-10-15 10:43:06,228.387,0.076,0,27.689960423837128
2022-10-15 10:44:09,227.712,0.076,0,27.65867439058077
2022-10-15 10:45:12,227.793,0.136,0,22.45721345391369
2022-10-15 10:46:15,229.243,0.136,0,21.456010792298315
2022-10-15 10:47:18,227.853,0.152,0,22.49066547501826
2022-10-15 10:48:21,228.226,0.152,0,22.50428617713165
2022-10-15 10:49:24,227.581,0.091,0,22.498881454689023
2022-10-15 10:50:27,228.387,0.152,0,22.506455456994296
2022-10-15 10:51:30,228.397,0.106,0,24.89566733069834
2022-10-15 10:52:33,228.599,0.106,0,24.894567951450853
2022-10-15 10:53:36,227.883,0.106,0,24.895509561011345
2022-10-15 10:54:39,227.793,0.167,0,25.887841613467693
2022-10-15 10:55:42,227.944,0.167,0,25.89544940522471
2022-10-15 10:56:45,228.055,0.106,0,28.31189459128189
2022-10-15 10:57:48,227.903,0.106,0,28.310079553050876
2022-10-15 10:58:51,227.863,0.167,0,28.31404336769837
2022-10-15 10:59:54,228.548,0.167,0,28.348993196557583
2022-10-15 11:00:57,228.73,0.167,0,28.359181111457822
2022-10-15 11:02:00,227.48,0.167,0,28.35622364589691
2022-10-15 11:03:03,228.357,0.167,0,28.353497153877257
2022-10-15 11:04:06,228.518,0.106,0,28.352820133605956
2022-10-15 11:05:09,228.961,0.152,0,28.39971843244344
2022-10-15 11:06:11,228.589,0.121,0,28.40100746130228
2022-10-15 11:07:14,228.337,0.152,0,28.39721159409082
2022-10-15 11:08:17,227.641,0.167,0,28.376205519098225
